Date,Total Value
2023-04-20,1000000000.0
2023-04-21,1000000000.0
2023-04-24,1000000000.0
2023-04-25,1000000000.0
2023-04-26,1000000000.0
2023-04-27,1000000000.0
2023-04-28,1000000000.0
2023-05-01,1000000000.0
2023-05-02,1000000000.0
2023-05-03,1000000000.0
2023-05-04,1000000000.0
2023-05-05,1000000000.0
2023-05-08,1000000000.0
2023-05-09,1000000000.0
2023-05-10,1000000000.0
2023-05-11,1000000000.0
2023-05-12,1000000000.0
2023-05-15,998502246.630055
2023-05-16,1000400545.7878644
2023-05-17,1005569392.7468945
2023-05-18,1006082761.0751157
2023-05-19,997433039.982782
2023-05-22,995091870.1284323
2023-05-23,992599439.7752403
2023-05-24,992489751.9702703
2023-05-25,996726159.2054312
2023-05-26,1009056392.1978974
2023-05-29,1033459810.4174026
2023-05-30,1037493918.5600474
2023-05-31,1052052368.9638898
2023-06-01,1063274866.3177534
2023-06-02,1065413439.4369096
2023-06-05,1061020781.396652
2023-06-06,1073134867.2743814
2023-06-07,1087829802.3798127
2023-06-08,1085484552.3976157
2023-06-09,1095334817.431305
2023-06-12,1114860969.9006047
2023-06-13,1117244460.2725792
2023-06-14,1101483888.1401749
2023-06-15,1100941218.9984868
2023-06-16,1095871989.108942
2023-06-19,1082943180.775815
2023-06-20,1091510180.473048
2023-06-21,1106154558.5483878
2023-06-22,1107411357.5457737
2023-06-23,1122787537.9063575
2023-06-26,1114321026.3303342
2023-06-27,1126283995.4679868
2023-06-28,1132111683.3672435
2023-06-29,1112266191.169225
2023-06-30,1101120994.6509964
2023-07-03,1104844929.3244379
2023-07-04,1121413050.0306218
2023-07-05,1112879314.1576433
2023-07-06,1106340029.761987
2023-07-07,1111227649.815476
2023-07-10,1117831637.0557199
2023-07-11,1126388672.3567586
2023-07-12,1124884742.1154494
2023-07-13,1133111015.6892524
2023-07-14,1134464175.4708354
2023-07-17,1151222223.083349
2023-07-18,1151998474.9258857
2023-07-19,1147240616.72238
2023-07-20,1156219420.4439676
2023-07-21,1165879052.3471353
2023-07-24,1187029712.8793454
2023-07-25,1194001533.4497752
2023-07-26,1194972810.8932421
2023-07-27,1192889658.9090774
2023-07-28,1203920927.4499233
2023-07-31,1220620402.4581985
2023-08-01,1201295500.921118
2023-08-02,1216256411.1776035
2023-08-03,1217189971.4089165
2023-08-04,1238836146.0268126
2023-08-07,1255808133.9422896
2023-08-08,1272340919.9832587
2023-08-09,1274487885.4513972
2023-08-10,1249727498.3638685
2023-08-11,1236976805.5443697
2023-08-14,1232668414.4338665
2023-08-15,1228820938.3375688
2023-08-16,1221674991.3506393
2023-08-17,1211801802.473257
2023-08-18,1155458266.2602932
2023-08-21,1149295169.7387557
2023-08-22,1149318819.0893886
2023-08-23,1149194427.053982
2023-08-24,1160228679.8646035
2023-08-25,1160791813.4836557
2023-08-28,1170444267.9118521
2023-08-29,1167499275.5071256
2023-08-30,1173512255.6297998
2023-08-31,1184939316.3441494
2023-09-01,1184939316.3441494
2023-09-04,1184939316.3441494
2023-09-05,1196047711.3321047
2023-09-06,1215096245.812736
2023-09-07,1216142159.955503
2023-09-08,1221155130.1438515
2023-09-11,1205014325.0245383
2023-09-12,1216527241.5526083
2023-09-13,1207564257.8215814
2023-09-14,1189154732.2519255
2023-09-15,1186607751.574231
2023-09-18,1175619220.087601
2023-09-19,1171826594.6608224
2023-09-20,1193460391.3400254
2023-09-21,1180309422.2796059
2023-09-22,1156689356.685228
2023-09-25,1105885157.7891665
2023-09-26,1087309665.5945625
2023-09-27,1096239802.238504
2023-09-28,1091821887.918526
2023-09-29,1095257137.8208132
2023-10-02,1106977035.458708
2023-10-03,1069764419.6379213
2023-10-04,1073020173.9250495
2023-10-05,1058620892.3956614
2023-10-06,1071277369.5964491
2023-10-09,1077102430.3031173
2023-10-10,1082409456.654411
2023-10-11,1083778310.261146
2023-10-12,1081570687.5881362
2023-10-13,1078117439.5141187
2023-10-16,1066813899.6657935
2023-10-17,1057927882.9773803
2023-10-18,1031478576.7871948
2023-10-19,1018283681.8897063
2023-10-20,1022386783.6178806
2023-10-23,1013565074.0001918
2023-10-24,1012066885.551234
2023-10-25,1012703697.0395392
2023-10-26,975800252.1706989
2023-10-27,985482903.1664151
2023-10-30,979762658.2414335
2023-10-31,967412226.0650725
2023-11-01,971770064.4487813
2023-11-02,1003370310.6669195
2023-11-03,995789198.6939142
2023-11-06,993969735.0504423
2023-11-07,983497160.867137
2023-11-08,1009017923.2794579
2023-11-09,1022790437.6941938
2023-11-10,1015391084.6097772
2023-11-13,1011263809.9568952
2023-11-14,1016498867.3994248
2023-11-15,1024653801.046581
2023-11-16,1025473945.2770119
2023-11-17,1015090284.7450948
2023-11-20,1015237442.5335374
2023-11-21,1017855004.2276766
2023-11-22,1021956484.4587437
2023-11-23,1008302622.428852
2023-11-24,1009783187.285825
2023-11-27,997549142.1632577
2023-11-28,999056947.9990047
2023-11-29,1005433003.8127942
2023-11-30,1002712709.5433758
2023-12-01,1005654733.5296031
2023-12-04,1023542281.6661664
2023-12-05,1025206406.2089937
2023-12-06,1041359071.3251634
2023-12-07,1031846168.1580678
2023-12-08,1030519764.5286767
2023-12-11,1027709609.5670636
2023-12-12,1028080072.7447428
2023-12-13,1018401079.6360724
2023-12-14,1014577034.5550418
2023-12-15,1010540681.3528109
2023-12-18,1003080068.325437
2023-12-19,1006510550.9790423
2023-12-20,1010941040.4621537
2023-12-21,1012556927.5961715
2023-12-22,1008451004.6202866
2023-12-25,1013062571.5655551
2023-12-26,1011879409.6673509
2023-12-27,1012634500.0224785
2023-12-28,1013348518.15415
2023-12-29,1019794551.4161105
2024-01-01,1019794551.4161105
2024-01-02,1021837784.737864
2024-01-03,1035855724.5373814
2024-01-04,1034119962.4874656
2024-01-05,1034204459.519762
2024-01-08,1035643102.7755204
2024-01-09,1030563928.5452422
2024-01-10,1030211492.2229227
2024-01-11,1034950266.5184385
2024-01-12,1022131888.6675503
2024-01-15,1014493191.7428228
2024-01-16,1025553521.8264358
2024-01-17,1026250905.0147182
2024-01-18,1030698473.459651
2024-01-19,1031421290.1624234
2024-01-22,1030190729.1713468
2024-01-23,1026555966.5504221
2024-01-24,1026103698.7015456
2024-01-25,1027584572.483686
2024-01-26,1030888214.9637867
2024-01-29,1028180231.26329
2024-01-30,1029670182.7734194
2024-01-31,1026190533.4318225
2024-02-01,1032197538.8792048
2024-02-02,1027717361.367945
2024-02-05,1033455655.2199302
2024-02-06,1034724073.4486828
2024-02-07,1043955310.4462428
2024-02-08,1043955310.4462428
2024-02-09,1043955310.4462428
2024-02-12,1043955310.4462428
2024-02-13,1043955310.4462428
2024-02-14,1043542870.7456491
2024-02-15,1049361677.9861591
2024-02-16,1055213088.8309678
2024-02-19,1056049554.7736175
2024-02-20,1060836634.1548605
2024-02-21,1064150662.9978083
2024-02-22,1068906251.2434763
2024-02-23,1059076038.0283861
2024-02-26,1073524501.6780993
2024-02-27,1076048779.3817253
2024-02-28,1079142261.6858685
2024-02-29,1073469491.7609782
2024-03-01,1082374639.2503858
2024-03-04,1088176576.9631546
2024-03-05,1091082925.8921278
2024-03-06,1088203627.919495
2024-03-07,1097457845.1127694
2024-03-08,1090451909.3290973
2024-03-11,1077612598.5678666
2024-03-12,1081136376.3877401
2024-03-13,1106183795.2669783
2024-03-14,1100201180.093797
2024-03-15,1097666336.013453
2024-03-18,1077384059.291602
2024-03-19,1079294231.230515
2024-03-20,1088434280.2391376
2024-03-21,1092955334.04375
2024-03-22,1100069621.0100882
2024-03-25,1092950242.2275853
2024-03-26,1094423671.2842076
2024-03-27,1102925828.090269
2024-03-28,1115862613.8264604
2024-03-29,1113301179.9619503
2024-04-01,1117185795.336072
2024-04-02,1127211744.7267854
2024-04-03,1124005495.4213111
2024-04-04,1109000731.3587198
2024-04-05,1098333421.2857037
2024-04-08,1094702560.4499485
2024-04-09,1103929855.63505
2024-04-10,1104197633.3316183
2024-04-11,1103544044.6618097
2024-04-12,1107432435.2404745
2024-04-15,1069999668.602309
2024-04-16,1058077028.7750355
2024-04-17,1052674622.3523549
2024-04-18,1052674622.3523549
2024-04-19,1015735488.8582652
2024-04-22,1034903657.8668288
2024-04-23,1031431467.9167504
2024-04-24,1058749013.3988564
2024-04-25,1059006002.2183812
2024-04-26,1057855883.2976797
2024-04-29,1057855883.2976797
2024-04-30,1057855883.2976797
2024-05-01,1057855883.2976797
2024-05-02,1071594166.2530121
2024-05-03,1089248476.5033276
2024-05-06,1110047271.3227797
2024-05-07,1100459223.006014
2024-05-08,1114280390.713027
2024-05-09,1130731544.6932483
2024-05-10,1129042300.831286
2024-05-13,1121037608.9316208
2024-05-14,1119635503.1189845
2024-05-15,1118219965.3367498
2024-05-16,1112075818.322872
2024-05-17,1112978852.122357
2024-05-20,1128535351.058787
2024-05-21,1149417143.424176
2024-05-22,1139105343.1867175
2024-05-23,1146637571.1787782
2024-05-24,1141408874.739628
2024-05-27,1141404769.0968497
2024-05-28,1158418595.4292555
2024-05-29,1170636593.1639588
2024-05-30,1168273966.5783417
2024-05-31,1161951966.9604232
2024-06-03,1167801745.9978495
2024-06-04,1167622717.334211
2024-06-05,1168285082.1457276
2024-06-06,1177948376.8647308
2024-06-07,1195661483.8087382
2024-06-10,1193797627.3016827
2024-06-11,1181254634.3344498
2024-06-12,1195140843.0686796
2024-06-13,1205753174.3645658
2024-06-14,1178911187.148392
2024-06-17,1175099884.473193
2024-06-18,1183119152.5350475
2024-06-19,1180579132.0452266
2024-06-20,1192089834.4407825
2024-06-21,1209933062.712324
2024-06-24,1198408098.9162629
2024-06-25,1184237904.8085978
2024-06-26,1181866192.0377467
2024-06-27,1173249818.512643
2024-06-28,1151434235.9894428
2024-07-01,1143004804.5499394
2024-07-02,1154310413.9418933
2024-07-03,1151456961.8013783
2024-07-04,1158674594.847221
2024-07-05,1163416370.8992941
2024-07-08,1161132134.5621428
2024-07-09,1164962692.999433
2024-07-10,1157764209.4277873
2024-07-11,1161697782.7336726
2024-07-12,1158128760.8160186
2024-07-15,1155826034.8888416
2024-07-16,1152712922.0843308
2024-07-17,1128157402.649625
2024-07-18,1132385636.2769337
2024-07-19,1126964072.9846218
2024-07-22,1117062121.3004496
2024-07-23,1098110783.2553468
2024-07-24,1102114262.773361
2024-07-25,1106016403.6123583
2024-07-26,1117464901.3196423
2024-07-29,1119882639.7372558
2024-07-30,1115454691.0699453
2024-07-31,1111456160.9132998
2024-08-01,1076258136.036533
2024-08-02,1085026266.0809221
2024-08-05,1035672060.821431
2024-08-06,1049836935.5670607
2024-08-07,1045567567.1324911
2024-08-08,1044619321.2654445
2024-08-09,1055453721.1392143
2024-08-12,1060330439.4994935
2024-08-13,1060706923.7110317
2024-08-14,1057317182.3801881
2024-08-15,1052396275.910669
2024-08-16,1079132884.1397517
2024-08-19,1081905891.495175
2024-08-20,1087157428.2450495
2024-08-21,1086928086.207269
2024-08-22,1089664700.8723674
2024-08-23,1090611278.7001324
2024-08-26,1086234760.2652884
2024-08-27,1087887761.2740834
2024-08-28,1088269248.2195323
2024-08-29,1088628080.6078615
2024-08-30,1091361046.89045
2024-09-02,1091361046.89045
2024-09-03,1091361046.89045
2024-09-04,1083395048.1384487
2024-09-05,1075589108.982812
2024-09-06,1077007070.1205359
2024-09-09,1069729249.1190261
2024-09-10,1069158874.3014213
2024-09-11,1064500043.2848624
2024-09-12,1071666571.963593
2024-09-13,1074180557.8529246
2024-09-16,1064931031.6883491
2024-09-17,1059885370.1610544
2024-09-18,1060325878.2438296
2024-09-19,1064148571.0774733
2024-09-20,1068263073.2681519
2024-09-23,1063054895.6336188
2024-09-24,1065048999.6350856
2024-09-25,1070861519.9313891
2024-09-26,1067760602.3250979
2024-09-27,1066300574.1309026
2024-09-30,1063028587.614819
2024-10-01,1065066333.3088896
2024-10-02,1056280331.125177
2024-10-03,1050627786.0277858
2024-10-04,1045803527.0846055
2024-10-07,1042879188.6717916
2024-10-08,1052621158.3324914
2024-10-09,1059331961.3297344
2024-10-10,1051436966.0266657
2024-10-11,1051527407.16951
2024-10-14,1050133622.3536303
2024-10-15,1041608783.4062037
2024-10-16,1041092763.571973
2024-10-17,1044180099.0057458
2024-10-18,1040033993.0696718
2024-10-21,1029445575.0472126
2024-10-22,1023136270.6368431
2024-10-23,1017115769.6264079
2024-10-24,1018168136.6512828
2024-10-25,1013604185.6798357
2024-10-28,1018116815.091813
2024-10-29,1028616402.793249
2024-10-30,1025749720.7644169
2024-10-31,1026414628.1349008
2024-11-01,1021369274.0341654
2024-11-04,1016199641.8954507
2024-11-05,1014478690.5964218
2024-11-06,1026893306.3258834
2024-11-07,1030201334.9075454
2024-11-08,1035804705.1054829
2024-11-11,1036084652.9699347
2024-11-12,1034991974.2810059
2024-11-13,1037815710.9268355
2024-11-14,1026554538.893014
2024-11-15,1014706796.8305688
2024-11-18,1011808532.7253971
2024-11-19,1004042167.4001845
2024-11-20,1011218333.4610467
2024-11-21,1012229402.979118
2024-11-22,1011878463.7053652
2024-11-25,1013907743.7442684
2024-11-26,1020262448.0847592
2024-11-27,1023883985.1282173
2024-11-28,1024825008.6136959
2024-11-29,1023864969.0057298
2024-12-02,1023819595.8582141
2024-12-03,1024614650.6382811
2024-12-04,1031475915.853749
2024-12-05,1044936668.3003967
2024-12-06,1047100545.0036054
2024-12-09,1059042068.1776476
2024-12-10,1056416291.1484857
2024-12-11,1057450293.4189878
2024-12-12,1065012234.2843261
2024-12-13,1059933713.0281224
2024-12-16,1050440444.0778253
2024-12-17,1057771395.5280466
2024-12-18,1063723015.9274349
2024-12-19,1054831361.568282
2024-12-20,1070722869.2258612
2024-12-23,1083308782.9118075
2024-12-24,1090827426.7787766
2024-12-25,1096916820.218428
2024-12-26,1094913923.337893
2024-12-27,1091417259.65379
2024-12-30,1087134151.504666
2024-12-31,1090334672.9682932
2025-01-01,1090334672.9682932
2025-01-02,1086075156.5428927
2025-01-03,1080039267.0200334
2025-01-06,1068601794.3095225
2025-01-07,1059923115.7020918
2025-01-08,1067680715.1981653
2025-01-09,1061611851.91347
2025-01-10,1050238553.1745924
2025-01-13,1053223263.1010787
2025-01-14,1052046830.3439924
2025-01-15,1060713980.2857924
2025-01-16,1071350127.9214432
2025-01-17,1078600313.4219368
2025-01-20,1082042909.7560863
2025-01-21,1072194049.1108727
2025-01-22,1058607326.6710426
2025-01-23,1069353060.248617
2025-01-24,1065347680.849015
2025-01-27,1065347680.849015
2025-01-28,1065347680.849015
2025-01-29,1065347680.849015
2025-01-30,1065347680.849015
2025-01-31,1065347680.849015
2025-02-03,1061330656.6482775
2025-02-04,1079308018.1651564
2025-02-05,1079198880.8614135
2025-02-06,1081901624.898457
2025-02-07,1089005401.6160963
2025-02-10,1078687691.675089
2025-02-11,1084084150.363201
2025-02-12,1085779529.67322
2025-02-13,1086436414.0759838
2025-02-14,1091005140.8086848
2025-02-17,1096004337.1521392
2025-02-18,1092447171.7939208
2025-02-19,1097260684.1830425
2025-02-20,1097479738.7438285
2025-02-21,1108225453.2043169
2025-02-24,1109575967.8495953
2025-02-25,1111100135.1267192
2025-02-26,1112468631.0432043
2025-02-27,1112071435.796648
2025-02-28,1101230668.4981148
2025-03-03,1102052543.5053635
2025-03-04,1096934285.5080402
2025-03-05,1093642142.6846318
2025-03-06,1099676400.6455266
2025-03-07,1095958122.219375
2025-03-10,1091029181.9769282
2025-03-11,1092294837.6606288
2025-03-12,1088256316.212079
2025-03-13,1080809142.1368382
2025-03-14,1074749193.3505125
2025-03-17,1081167665.203171
2025-03-18,1084510336.8939567
2025-03-19,1085014721.0711296
2025-03-20,1082442691.5016353
2025-03-21,1079891997.7713501
2025-03-24,1076515671.1463234
2025-03-25,1078894831.134363
2025-03-26,1073652915.1586816
2025-03-27,1076376331.573897
2025-03-28,1077715425.5743034
2025-03-31,1078582260.6414456
2025-04-01,1079212654.164503
2025-04-02,1079450685.5642078
2025-04-03,1004074689.9034216
2025-04-04,979572825.3005661
2025-04-07,979572825.3005661
2025-04-08,916543989.3822736
2025-04-09,911148989.5991946
2025-04-10,983733584.4065145
2025-04-11,984614127.081315
2025-04-14,979796685.1234167
2025-04-15,976265983.0123944
2025-04-16,975396168.8522917
2025-04-17,975150020.0528688
2025-04-18,979098608.3093278
2025-04-21,981168197.7214501
2025-04-22,968659065.1014833
2025-04-23,987378635.6913805
2025-04-24,992903281.699256
2025-04-25,1007182787.2134143
2025-04-28,1007875922.6668421
2025-04-29,1015428857.7240413
2025-04-30,1015428857.7240413
2025-05-01,1015428857.7240413
2025-05-02,1015428857.7240413
2025-05-05,1019207509.2297242
2025-05-06,1023056977.7797356
2025-05-07,1019580568.2589616
2025-05-08,1025975105.7160169
2025-05-09,1028119386.8491291
2025-05-12,1028157672.6443876
2025-05-13,1032974893.9440591
2025-05-14,1041088554.1007787
2025-05-15,1051239751.4124203
2025-05-16,1048108732.6576846
2025-05-19,1052927778.6683706
2025-05-20,1051459694.1570803
2025-05-21,1047028062.3124983
2025-05-22,1042241613.2221074
2025-05-23,1063415868.8742301
2025-05-26,1071117491.1147027
2025-05-27,1076584483.8917778
2025-05-28,1079834017.6051462
2025-05-29,1083435183.5294447
2025-05-30,1086110470.0509048
2025-06-02,1091300528.0563238
2025-06-03,1093105788.1393719
2025-06-04,1092312549.8487496
2025-06-05,1088986713.9348207
2025-06-06,1091869494.1621008
2025-06-09,1080705339.6704857
2025-06-10,1081499618.3219287
2025-06-11,1087656093.4236622
2025-06-12,1091660037.1266124
2025-06-13,1091279922.2129066
2025-06-16,1098664452.130327
2025-06-17,1099541478.851057
2025-06-18,1095042535.1166072
2025-06-19,1095656316.6705194
2025-06-20,1100469474.433663
2025-06-23,1094770270.002569
2025-06-24,1096736044.7424212
2025-06-25,1097610183.2079892
2025-06-26,1100019926.2162693
2025-06-27,1099588930.78317
2025-06-30,1105397877.2039206
2025-07-01,1096387809.758206
2025-07-02,1101436288.716694
2025-07-03,1099752412.4337504
2025-07-04,1102531293.55876
2025-07-07,1103556073.952678
2025-07-08,1111834147.268165
2025-07-09,1118374464.368445
2025-07-10,1126805987.6903756
2025-07-11,1131217708.132553
2025-07-14,1133115519.9904935
2025-07-15,1142924776.4201841
2025-07-16,1154827312.1732244
2025-07-17,1153794842.3512077
2025-07-18,1156942083.6102057
2025-07-21,1148481752.3578308
2025-07-22,1150470635.027618
2025-07-23,1162893257.316985
2025-07-24,1176254475.967432
2025-07-25,1195368954.5993354
2025-07-28,1227951625.1911917
2025-07-29,1195628318.6248567
2025-07-30,1239896818.8260112
2025-07-31,1262270467.6502018
2025-08-01,1256011429.0685275
2025-08-04,1270730474.6030877
2025-08-05,1255789461.696597
2025-08-06,1265178810.331915
2025-08-07,1275899174.0407906
2025-08-08,1268002655.0007982
2025-08-11,1279778465.3504303
2025-08-12,1285576939.516017
2025-08-13,1303736108.7582433
2025-08-14,1305450633.9956415
2025-08-15,1292121358.0617895
2025-08-18,1297103132.8917227
2025-08-19,1302393330.8409219
2025-08-20,1292320530.5851538
2025-08-21,1306269730.021206
2025-08-22,1279496852.7367232
2025-08-25,1273413277.8159723
2025-08-26,1290747486.9731762
2025-08-27,1304926403.3281505
2025-08-28,1319454404.3824606
2025-08-29,1314312613.9239614
2025-09-01,1314312613.9239614
2025-09-02,1314312613.9239614
2025-09-03,1308176315.3514154
2025-09-04,1306179011.0279844
2025-09-05,1299517739.0446913
2025-09-08,1277056839.679987
2025-09-09,1276468803.593445
2025-09-10,1272022905.5255914
2025-09-11,1265448961.8830414
2025-09-12,1288266489.2894895
2025-09-15,1299126039.7431602
2025-09-16,1294853449.7646484
2025-09-17,1282692184.3349729
2025-09-18,1286476776.3762956
2025-09-19,1283881931.8198473
2025-09-22,1270429820.645373
2025-09-23,1271213470.1199195
2025-09-24,1271626129.8228278
2025-09-25,1283859965.643613
2025-09-26,1272226259.4786546
2025-09-29,1263830558.0997322
2025-09-30,1259707580.3537254
2025-10-01,1261350861.1281283
2025-10-02,1255883355.226987
2025-10-03,1235499536.3848207
2025-10-06,1255777388.0786538
2025-10-07,1245481080.8120394
2025-10-08,1244897333.355737
2025-10-09,1247694435.3276076
2025-10-10,1248684914.880029
2025-10-13,1241458581.399219
2025-10-14,1229042554.919371
2025-10-15,1225966865.8183942
2025-10-16,1227049773.2511044
2025-10-17,1237077026.8760118
2025-10-20,1192301289.2991061
2025-10-21,1204498150.8320706
2025-10-22,1211030453.2135248
2025-10-23,1219167820.8538668
2025-10-24,1217690872.0559766
2025-10-27,1213769011.2376962
2025-10-28,1224760289.0442355
2025-10-29,1233404986.0884392
2025-10-30,1232916090.9013188
2025-10-31,1222869948.248722
2025-11-03,1214080903.6589592
2025-11-04,1216552566.492916
2025-11-05,1214318709.9748898
2025-11-06,1217343116.035309
2025-11-07,1218129096.0486207
2025-11-10,1215284636.2382238
2025-11-11,1222497079.497302
2025-11-12,1230681328.1788592
2025-11-13,1228434064.1439645
2025-11-14,1222737656.3654003
2025-11-17,1241672066.8344564
2025-11-18,1247059019.270144
2025-11-19,1252324439.3764677
2025-11-20,1263050902.3804424
2025-11-21,1254504807.0200908
2025-11-24,1262152528.818273
2025-11-25,1255653341.714091
2025-11-26,1260600610.8560271
2025-11-27,1271963316.5218961
2025-11-28,1260392222.3273096
2025-12-01,1253902754.3555627
2025-12-02,1258762893.6712909
2025-12-03,1274748247.0965524
2025-12-04,1278280827.498495
2025-12-05,1275653555.317406
2025-12-08,1267389834.31855
2025-12-09,1259643991.82433
2025-12-10,1251144207.7455049
2025-12-11,1245729567.1431181
2025-12-12,1220164159.45773
2025-12-15,1214063065.0835257
2025-12-16,1230297533.6041305
2025-12-17,1225245296.2158532
2025-12-18,1231291243.9854965
2025-12-19,1230343251.6951146
2025-12-22,1230075078.8396795
2025-12-23,1228028919.4609919
2025-12-24,1235690147.154082
2025-12-25,1236712241.4778135
2025-12-26,1226294222.974986
2025-12-29,1226822353.3945427
2025-12-30,1229383549.5419416
2025-12-31,1231066875.9820416
2026-01-01,1231066875.9820416
2026-01-02,1231066875.9820416
2026-01-05,1220387692.8889127
2026-01-06,1210950458.9692247
2026-01-07,1221183928.926695
2026-01-08,1229067762.297862
2026-01-09,1225885876.3657
2026-01-12,1246826433.5038111
2026-01-13,1240580607.313646
2026-01-14,1250055585.564841
2026-01-15,1260094187.7155051
2026-01-16,1247956196.951407
2026-01-19,1254126343.4249573
2026-01-20,1241548765.6336877
2026-01-21,1238999421.7392633
2026-01-22,1250368555.7753103
2026-01-23,1241664514.0634737
2026-01-26,1218586134.1765497
2026-01-27,1210290573.969363
2026-01-28,1211958378.416113
2026-01-29,1218788956.053057
2026-01-30,1218758466.4681716
2026-02-02,1212258988.305732
2026-02-03,1216509289.0848525
2026-02-04,1219740510.5674706
2026-02-05,1211516888.882694
2026-02-06,1191239693.597604
2026-02-09,1198479168.8780067
2026-02-10,1192195703.5551162
2026-02-11,1203312211.4072142
2026-02-12,1201842661.7264347
2026-02-13,1207588937.686804
2026-02-16,1207114101.3670704
2026-02-17,1207114101.3670704
2026-02-18,1207114101.3670704
2026-02-19,1207114101.3670704
2026-02-20,1207114101.3670704
2026-02-23,1214468415.2217605
2026-02-24,1215532651.9028137
2026-02-25,1219287767.5434852
2026-02-26,1218401471.6398134
2026-02-27,1221780208.327392
2026-03-02,1206107394.121618
2026-03-03,1204660910.6958663
2026-03-04,1198316373.8452077
2026-03-05,1204068531.992948
2026-03-06,1192738259.2028575
2026-03-09,1115075959.7984393
2026-03-10,1154086939.8337963
2026-03-11,1174982003.2308347
2026-03-12,1166419183.037791
2026-03-13,1168316526.4763267
2026-03-16,1169589774.846628
2026-03-17,1168494596.6637561
2026-03-18,1175957037.5469875
2026-03-19,1163914903.616633
2026-03-20,1154826000.0782297
2026-03-23,1131781603.6853278
2026-03-24,1151543564.331778
2026-03-25,1166455411.6915755
2026-03-26,1163944208.0999875
2026-03-27,1171373407.1814392
2026-03-30,1177630293.5908515
2026-03-31,1187576002.552687
2026-04-01,1194497337.2534893
2026-04-02,1199742696.1834562
2026-04-03,1188390368.7698574
2026-04-06,1178351294.926614
2026-04-07,1173568871.4460618
2026-04-08,1193552035.510846
2026-04-09,1178049460.093201
2026-04-10,1172149969.9570239
2026-04-13,1171154415.0914416
2026-04-14,1176850557.8332553
2026-04-15,1179584230.2574048
2026-04-16,1188161398.9772077
2026-04-17,1185211850.5842793
2026-04-20,1192420887.9057608
2026-04-21,1194902508.2827625
2026-04-22,1189468884.6874669
2026-04-23,1179362526.384145
2026-04-24,1169136981.8791387
2026-04-27,1169136981.8791387
2026-04-28,1170142198.9918232
2026-04-29,1167752308.9319568
2026-04-30,1167752308.9319568
2026-05-01,1167752308.9319568
2026-05-04,1168270141.349813
2026-05-05,1164866836.1978147
2026-05-06,1166492814.8457048
2026-05-07,1160963251.4173765
2026-05-08,1156960313.0045788
2026-05-11,1153706928.6827233
2026-05-12,1152911092.0609417
2026-05-13,1157132367.1480544
2026-05-14,1156642514.2765603
2026-05-15,1146418691.896105
2026-05-18,1139498323.0088725
2026-05-19,1131533343.4772923
2026-05-20,1125459153.7867084
2026-05-21,1127226781.8802412
2026-05-22,1130765585.1313853
2026-05-25,1131383420.83803
2026-05-26,1138915839.4229598
2026-05-27,1133745844.2252333
2026-05-28,1140117875.7570918
2026-05-29,1139079390.8033135
2026-06-01,1147527477.5757873
2026-06-02,1141584397.0108445
2026-06-03,1146314918.4397953
2026-06-04,1138698701.2919552
2026-06-05,1133325967.8114297
2026-06-08,1121178073.019855
2026-06-09,1123363718.2597609
2026-06-10,1133636085.3867154
2026-06-11,1143798878.2119424
